time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-16 00:00:00+00:00,22,20,2953,441
2023-05-17 00:00:00+00:00,29,26,2260,389
2023-05-18 00:00:00+00:00,36,34,3230,419
2023-05-19 00:00:00+00:00,37,28,2411,359
2023-05-20 00:00:00+00:00,33,24,1594,271
2023-05-21 00:00:00+00:00,40,31,1588,337
2023-05-22 00:00:00+00:00,49,40,3295,505
2023-05-23 00:00:00+00:00,36,29,2640,501
2023-05-24 00:00:00+00:00,35,30,2650,417
2023-05-25 00:00:00+00:00,35,32,2922,421
2023-05-26 00:00:00+00:00,32,25,2615,393
2023-05-27 00:00:00+00:00,19,16,1820,258
2023-05-28 00:00:00+00:00,18,16,1825,270
2023-05-29 00:00:00+00:00,26,25,2964,391
