time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-15 00:00:00+00:00,4.0,4.0,1458,317
2024-10-16 00:00:00+00:00,12.0,12.0,1315,305
2024-10-17 00:00:00+00:00,6.0,5.0,1349,326
2024-10-18 00:00:00+00:00,13.0,11.0,1542,340
2024-10-19 00:00:00+00:00,11.0,8.0,1074,221
2024-10-20 00:00:00+00:00,4.0,4.0,946,197
2024-10-21 00:00:00+00:00,5.0,5.0,1532,353
2024-10-22 00:00:00+00:00,9.0,8.0,1520,319
2024-10-23 00:00:00+00:00,8.0,8.0,1618,336
2024-10-24 00:00:00+00:00,3.0,3.0,1873,337
2024-10-25 00:00:00+00:00,9.0,7.0,1209,296
2024-10-26 00:00:00+00:00,6.0,5.0,1039,208
2024-10-27 00:00:00+00:00,,,995,196
2024-10-28 00:00:00+00:00,5.0,5.0,1363,306
