time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-24 00:00:00+00:00,11,7,797,159
2024-11-25 00:00:00+00:00,5,5,1093,275
2024-11-26 00:00:00+00:00,8,6,1503,329
2024-11-27 00:00:00+00:00,8,7,1456,375
2024-11-28 00:00:00+00:00,4,4,1194,298
2024-11-29 00:00:00+00:00,3,3,1192,254
2024-11-30 00:00:00+00:00,10,8,812,193
2024-12-01 00:00:00+00:00,7,7,773,173
2024-12-02 00:00:00+00:00,11,10,1109,292
2024-12-03 00:00:00+00:00,5,4,939,267
2024-12-04 00:00:00+00:00,6,6,1100,250
2024-12-05 00:00:00+00:00,8,5,1099,260
2024-12-06 00:00:00+00:00,10,8,939,248
2024-12-07 00:00:00+00:00,7,7,785,150
