time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-08 00:00:00+00:00,28,21,985,232
2025-05-09 00:00:00+00:00,31,23,1149,232
2025-05-10 00:00:00+00:00,17,15,834,185
2025-05-11 00:00:00+00:00,22,17,904,157
2025-05-12 00:00:00+00:00,25,19,1221,276
2025-05-13 00:00:00+00:00,25,22,1292,295
2025-05-14 00:00:00+00:00,34,23,807,245
2025-05-15 00:00:00+00:00,68,23,1090,265
2025-05-16 00:00:00+00:00,26,20,1071,262
2025-05-17 00:00:00+00:00,19,14,704,206
2025-05-18 00:00:00+00:00,29,18,723,160
2025-05-19 00:00:00+00:00,23,20,1264,288
2025-05-20 00:00:00+00:00,25,15,1036,239
2025-05-21 00:00:00+00:00,14,13,951,227
