time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-07 00:00:00+00:00,66,34,341,98
2026-06-08 00:00:00+00:00,83,37,251,124
2026-06-09 00:00:00+00:00,42,30,349,113
2026-06-10 00:00:00+00:00,35,22,244,106
2026-06-11 00:00:00+00:00,42,24,318,103
2026-06-12 00:00:00+00:00,63,31,341,113
2026-06-13 00:00:00+00:00,52,31,244,85
2026-06-14 00:00:00+00:00,68,30,310,97
2026-06-15 00:00:00+00:00,50,27,357,109
2026-06-16 00:00:00+00:00,73,31,176,88
2026-06-17 00:00:00+00:00,47,29,350,123
2026-06-18 00:00:00+00:00,62,32,369,124
2026-06-19 00:00:00+00:00,76,27,458,121
2026-06-20 00:00:00+00:00,90,37,306,106
