time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-16 00:00:00+00:00,30,23,2350,231
2023-09-17 00:00:00+00:00,25,18,3304,253
2023-09-18 00:00:00+00:00,24,22,4108,436
2023-09-19 00:00:00+00:00,23,21,3038,385
2023-09-20 00:00:00+00:00,21,18,3233,379
2023-09-21 00:00:00+00:00,40,26,3180,387
2023-09-22 00:00:00+00:00,18,15,3234,358
2023-09-23 00:00:00+00:00,23,15,2366,289
2023-09-24 00:00:00+00:00,12,12,2102,271
2023-09-25 00:00:00+00:00,15,14,3349,377
2023-09-26 00:00:00+00:00,22,20,3059,364
2023-09-27 00:00:00+00:00,21,20,2581,370
2023-09-28 00:00:00+00:00,28,20,2784,364
2023-09-29 00:00:00+00:00,12,10,2298,287
