time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-10 00:00:00+00:00,70,39,308,96
2026-07-11 00:00:00+00:00,147,43,359,81
2026-07-12 00:00:00+00:00,52,31,373,81
2026-07-13 00:00:00+00:00,60,38,364,113
2026-07-14 00:00:00+00:00,56,33,433,109
2026-07-15 00:00:00+00:00,1421,125,247,99
2026-07-16 00:00:00+00:00,73,28,335,110
2026-07-17 00:00:00+00:00,51,36,407,106
2026-07-18 00:00:00+00:00,61,32,262,84
2026-07-19 00:00:00+00:00,48,27,300,82
2026-07-20 00:00:00+00:00,141,34,361,116
2026-07-21 00:00:00+00:00,621,31,345,102
2026-07-22 00:00:00+00:00,38,31,356,93
2026-07-23 00:00:00+00:00,34,19,368,110
