time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-21 00:00:00+00:00,40,26,3180,387
2023-09-22 00:00:00+00:00,18,15,3234,358
2023-09-23 00:00:00+00:00,23,15,2366,289
2023-09-24 00:00:00+00:00,12,12,2102,271
2023-09-25 00:00:00+00:00,15,14,3349,377
2023-09-26 00:00:00+00:00,22,20,3059,364
2023-09-27 00:00:00+00:00,21,20,2581,370
2023-09-28 00:00:00+00:00,28,20,2784,364
2023-09-29 00:00:00+00:00,16,14,2371,294
2023-09-30 00:00:00+00:00,12,12,2488,243
2023-10-01 00:00:00+00:00,9,9,2764,238
2023-10-02 00:00:00+00:00,20,16,3187,310
2023-10-03 00:00:00+00:00,25,21,4117,330
2023-10-04 00:00:00+00:00,26,23,3155,325
