time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-17 00:00:00+00:00,19,14,704,206
2025-05-18 00:00:00+00:00,29,18,723,160
2025-05-19 00:00:00+00:00,23,20,1264,288
2025-05-20 00:00:00+00:00,25,15,1036,239
2025-05-21 00:00:00+00:00,23,19,1037,237
2025-05-22 00:00:00+00:00,42,24,987,249
2025-05-23 00:00:00+00:00,33,22,1099,229
2025-05-24 00:00:00+00:00,37,21,730,168
2025-05-25 00:00:00+00:00,32,17,516,160
2025-05-26 00:00:00+00:00,34,20,931,251
2025-05-27 00:00:00+00:00,49,26,1038,216
2025-05-28 00:00:00+00:00,40,21,1143,253
2025-05-29 00:00:00+00:00,41,20,1045,240
2025-05-30 00:00:00+00:00,28,18,865,209
